,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Kamran Akmal,AD Mathews,Shahzaib Hasan,0,0,0,0,138,0,1,0,1,1,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
1,Kamran Akmal,AD Mathews,Shahzaib Hasan,0,0,0,0,138,0,2,0,2,1,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
2,Kamran Akmal,AD Mathews,Shahzaib Hasan,4,0,4,4,134,4,3,0,3,1,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
3,Kamran Akmal,AD Mathews,Shahzaib Hasan,2,0,2,6,132,6,4,0,4,1,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
4,Kamran Akmal,AD Mathews,Shahzaib Hasan,0,0,0,6,132,6,5,0,5,1,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
5,Kamran Akmal,AD Mathews,Shahzaib Hasan,2,0,2,8,130,8,6,0,6,1,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
6,Shahzaib Hasan,I Udana,Kamran Akmal,0,1,1,9,129,0,1,0,1,2,wides,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
7,Shahzaib Hasan,I Udana,Kamran Akmal,0,0,0,9,129,0,2,0,2,2,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
8,Shahzaib Hasan,I Udana,Kamran Akmal,0,0,0,9,129,0,3,0,3,2,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
9,Shahzaib Hasan,I Udana,Kamran Akmal,1,0,1,10,128,1,4,0,4,2,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
10,Kamran Akmal,I Udana,Shahzaib Hasan,1,0,1,11,127,9,7,0,5,2,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
11,Shahzaib Hasan,I Udana,Kamran Akmal,0,0,0,11,127,1,5,0,6,2,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
12,Shahzaib Hasan,I Udana,Kamran Akmal,0,0,0,11,127,1,6,0,7,2,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
13,Kamran Akmal,SL Malinga,Shahzaib Hasan,0,0,0,11,127,9,8,0,1,3,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
14,Kamran Akmal,SL Malinga,Shahzaib Hasan,0,0,0,11,127,9,9,0,2,3,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
15,Kamran Akmal,SL Malinga,Shahzaib Hasan,0,0,0,11,127,9,10,0,3,3,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
16,Kamran Akmal,SL Malinga,Shahzaib Hasan,1,0,1,12,126,10,11,0,4,3,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
17,Shahzaib Hasan,SL Malinga,Kamran Akmal,0,0,0,12,126,1,7,0,5,3,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
18,Shahzaib Hasan,SL Malinga,Kamran Akmal,0,0,0,12,126,1,8,0,6,3,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
19,Kamran Akmal,I Udana,Shahzaib Hasan,2,0,2,14,124,12,12,0,1,4,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
20,Kamran Akmal,I Udana,Shahzaib Hasan,1,0,1,15,123,13,13,0,2,4,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
21,Shahzaib Hasan,I Udana,Kamran Akmal,2,0,2,17,121,3,9,0,3,4,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
22,Shahzaib Hasan,I Udana,Kamran Akmal,4,0,4,21,117,7,10,0,4,4,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
23,Shahzaib Hasan,I Udana,Kamran Akmal,1,0,1,22,116,8,11,0,5,4,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
24,Kamran Akmal,I Udana,Shahzaib Hasan,4,0,4,26,112,17,14,0,6,4,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
25,Shahzaib Hasan,M Muralitharan,Kamran Akmal,0,0,0,26,112,8,12,0,1,5,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
26,Shahzaib Hasan,M Muralitharan,Kamran Akmal,1,0,1,27,111,9,13,0,2,5,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
27,Kamran Akmal,M Muralitharan,Shahzaib Hasan,0,0,0,27,111,17,15,0,3,5,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
28,Kamran Akmal,M Muralitharan,Shahzaib Hasan,2,0,2,29,109,19,16,0,4,5,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
29,Kamran Akmal,M Muralitharan,Shahzaib Hasan,0,0,0,29,109,19,17,0,5,5,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
30,Kamran Akmal,M Muralitharan,Shahzaib Hasan,1,0,1,30,108,20,18,0,6,5,-,0,,,bat,Sri Lanka,2,Lord's,2009,06,Pakistan_Sri Lanka_2009-06-21,Pakistan,Pakistan,Sri Lanka,139
