,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,RV Uthappa,ST Finn,AM Rahane,1,0,1,1,,1,1,0,-,1.0,0,,,0,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Fast
1,AM Rahane,ST Finn,RV Uthappa,0,0,0,1,,0,1,0,-,2.0,0,,,0,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Fast
2,AM Rahane,ST Finn,RV Uthappa,0,0,0,1,,0,2,0,-,3.0,0,,,0,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Fast
3,AM Rahane,ST Finn,RV Uthappa,0,0,0,1,,0,3,1,-,4.0,caught,AM Rahane,C Kieswetter,0,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Fast
4,V Kohli,ST Finn,RV Uthappa,0,0,0,1,,0,1,1,-,5.0,0,,,0,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Fast
5,V Kohli,ST Finn,RV Uthappa,4,0,4,5,,4,2,1,-,6.0,0,,,0,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Fast
6,RV Uthappa,TT Bresnan,V Kohli,0,0,0,5,,1,2,1,-,1.0,0,,,1,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Medium
7,RV Uthappa,TT Bresnan,V Kohli,0,0,0,5,,1,3,2,-,2.0,caught,RV Uthappa,C Kieswetter,1,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Right hand Bat,Right arm Medium
8,SK Raina,TT Bresnan,V Kohli,0,0,0,5,,0,1,2,-,3.0,0,,,1,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Medium
9,SK Raina,TT Bresnan,V Kohli,0,0,0,5,,0,2,2,-,4.0,0,,,1,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Medium
10,SK Raina,TT Bresnan,V Kohli,0,0,0,5,,0,3,2,-,5.0,0,,,1,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Medium
11,SK Raina,TT Bresnan,V Kohli,0,0,0,5,,0,4,2,-,6.0,0,,,1,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Medium
12,V Kohli,ST Finn,SK Raina,0,0,0,5,,4,3,2,-,1.0,0,,,2,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Fast
13,V Kohli,ST Finn,SK Raina,0,0,0,5,,4,4,2,-,2.0,0,,,2,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Fast
14,V Kohli,ST Finn,SK Raina,0,0,0,5,,4,5,2,-,3.0,0,,,2,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Fast
15,V Kohli,ST Finn,SK Raina,1,0,1,6,,5,6,2,-,4.0,0,,,2,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Fast
16,SK Raina,ST Finn,V Kohli,0,0,0,6,,0,5,2,-,5.0,0,,,2,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Fast
17,SK Raina,ST Finn,V Kohli,6,0,6,12,,6,6,2,-,6.0,0,,,2,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Fast
18,V Kohli,TT Bresnan,SK Raina,0,0,0,12,,5,7,2,-,1.0,0,,,3,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Medium
19,V Kohli,TT Bresnan,SK Raina,4,0,4,16,,9,8,2,-,2.0,0,,,3,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Medium
20,V Kohli,TT Bresnan,SK Raina,0,0,0,16,,9,9,2,-,3.0,0,,,3,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Medium
21,V Kohli,TT Bresnan,SK Raina,0,0,0,16,,9,10,2,-,4.0,0,,,3,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Medium
22,V Kohli,TT Bresnan,SK Raina,4,0,4,20,,13,11,2,-,5.0,0,,,3,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Medium
23,V Kohli,TT Bresnan,SK Raina,1,0,1,21,,14,12,2,-,6.0,0,,,3,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Medium
24,V Kohli,JW Dernbach,SK Raina,0,0,0,21,,14,13,2,-,1.0,0,,,4,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Fast
25,V Kohli,JW Dernbach,SK Raina,1,0,1,22,,15,14,2,-,2.0,0,,,4,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Right hand Bat,Left hand Bat,Right arm Fast
26,SK Raina,JW Dernbach,V Kohli,0,0,0,22,,6,7,2,-,3.0,0,,,4,bat,India,1,Eden Gardens,2011,10,India_England_2011-10-29,England,India,England,False,120,Left hand Bat,Right hand Bat,Right arm Fast
