,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
0,AD Hales,SS Cottrell,JM Bairstow,0,0,0,0,0,1,1,-,1,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
1,AD Hales,SS Cottrell,JM Bairstow,1,0,1,1,1,2,2,-,1,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
2,JM Bairstow,SS Cottrell,AD Hales,3,0,3,4,3,1,3,-,1,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
3,AD Hales,SS Cottrell,JM Bairstow,0,0,0,4,1,3,4,-,1,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
4,AD Hales,SS Cottrell,JM Bairstow,0,1,1,5,1,4,5,legbyes,1,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
5,JM Bairstow,SS Cottrell,AD Hales,0,0,0,5,3,2,6,-,1,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
6,AD Hales,JO Holder,JM Bairstow,1,0,1,6,2,5,1,-,2,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
7,JM Bairstow,JO Holder,AD Hales,4,0,4,10,7,3,2,-,2,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
8,JM Bairstow,JO Holder,AD Hales,0,0,0,10,7,4,3,-,2,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
9,JM Bairstow,JO Holder,AD Hales,0,0,0,10,7,5,4,-,2,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
10,JM Bairstow,JO Holder,AD Hales,4,0,4,14,11,6,5,-,2,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
11,JM Bairstow,JO Holder,AD Hales,1,0,1,15,12,7,6,-,2,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
12,JM Bairstow,SS Cottrell,AD Hales,0,0,0,15,12,8,1,-,3,caught,JM Bairstow,D Bishoo,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
13,JE Root,SS Cottrell,AD Hales,0,0,0,15,0,1,2,-,3,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
14,JE Root,SS Cottrell,AD Hales,0,0,0,15,0,2,3,-,3,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
15,JE Root,SS Cottrell,AD Hales,2,0,2,17,2,3,4,-,3,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
16,JE Root,SS Cottrell,AD Hales,0,0,0,17,2,4,5,-,3,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
17,JE Root,SS Cottrell,AD Hales,4,0,4,21,6,5,6,-,3,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
18,AD Hales,FA Allen,JE Root,6,0,6,27,8,6,1,-,4,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
19,AD Hales,FA Allen,JE Root,0,0,0,27,8,7,2,-,4,caught,AD Hales,CR Brathwaite,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
20,JE Root,FA Allen,EJG Morgan,0,0,0,27,6,6,3,-,4,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
21,JE Root,FA Allen,EJG Morgan,1,0,1,28,7,7,4,-,4,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
22,EJG Morgan,FA Allen,JE Root,0,0,0,28,0,1,5,-,4,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
23,EJG Morgan,FA Allen,JE Root,1,0,1,29,1,2,6,-,4,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
24,EJG Morgan,CR Brathwaite,JE Root,0,0,0,29,1,3,1,-,5,caught,EJG Morgan,SD Hope,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
25,JL Denly,CR Brathwaite,JE Root,0,0,0,29,0,1,2,-,5,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
26,JL Denly,CR Brathwaite,JE Root,1,0,1,30,1,2,3,-,5,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
27,JE Root,CR Brathwaite,JL Denly,1,0,1,31,8,8,4,-,5,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
28,JL Denly,CR Brathwaite,JE Root,0,0,0,31,1,3,5,-,5,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
29,JL Denly,CR Brathwaite,JE Root,1,0,1,32,2,4,6,-,5,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
30,JL Denly,FA Allen,JE Root,0,0,0,32,2,5,1,-,6,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
31,JL Denly,FA Allen,JE Root,0,0,0,32,2,6,2,-,6,bowled,JL Denly,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
32,SW Billings,FA Allen,JE Root,1,0,1,33,1,1,3,-,6,0,,,field,West Indies,1,"Warner Park, St Kitts",2019-03-08,England,England,West Indies
