,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,RW Chakabva,Taskin Ahmed,CR Ervine,0,1,1,1,181,0,1,0,1,wides,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
1,RW Chakabva,Taskin Ahmed,CR Ervine,0,0,0,1,181,0,2,0,2,-,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
2,RW Chakabva,Taskin Ahmed,CR Ervine,0,1,1,2,180,0,3,0,3,wides,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
3,RW Chakabva,Taskin Ahmed,CR Ervine,0,1,1,3,179,0,4,0,4,wides,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
4,RW Chakabva,Taskin Ahmed,CR Ervine,0,0,0,3,179,0,5,0,5,-,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
5,RW Chakabva,Taskin Ahmed,CR Ervine,0,0,0,3,179,0,6,0,6,-,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
6,RW Chakabva,Taskin Ahmed,CR Ervine,4,0,4,7,175,4,7,0,7,-,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
7,RW Chakabva,Taskin Ahmed,CR Ervine,1,0,1,8,174,5,8,0,8,-,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
8,CR Ervine,Taskin Ahmed,RW Chakabva,0,0,0,8,174,0,1,0,9,-,0,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
9,RW Chakabva,Nasum Ahmed,CR Ervine,2,0,2,10,172,7,9,0,1,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
10,RW Chakabva,Nasum Ahmed,CR Ervine,0,0,0,10,172,7,10,0,2,-,1,0,,,bat,Zimbabwe,1,Harare Sports Club,2022,07,Zimbabwe_Bangladesh_2022-07-30,Zimbabwe,Zimbabwe,Bangladesh,205
