,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,LMP Simmons,CB Mpofu,J Charles,0,0,0,0,,0,1,0,1,0,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
1,LMP Simmons,CB Mpofu,J Charles,0,0,0,0,,0,2,0,2,0,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
2,LMP Simmons,CB Mpofu,J Charles,2,0,2,2,,2,3,0,3,0,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
3,LMP Simmons,CB Mpofu,J Charles,1,0,1,3,,3,4,0,4,0,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
4,J Charles,CB Mpofu,LMP Simmons,1,0,1,4,,1,1,0,5,0,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
5,LMP Simmons,CB Mpofu,J Charles,1,0,1,5,,4,5,0,6,0,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
6,LMP Simmons,TL Chatara,J Charles,0,0,0,5,,4,6,0,1,1,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
7,LMP Simmons,TL Chatara,J Charles,0,0,0,5,,4,7,0,2,1,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
8,LMP Simmons,TL Chatara,J Charles,0,0,0,5,,4,8,0,3,1,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
9,LMP Simmons,TL Chatara,J Charles,2,0,2,7,,6,9,0,4,1,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
10,LMP Simmons,TL Chatara,J Charles,0,0,0,7,,6,10,0,5,1,-,0,,,bat,West Indies,1,"Sir Vivian Richards Stadium, North Sound",2013,03,West Indies_Zimbabwe_2013-03-03,West Indies,West Indies,Zimbabwe,True,158
