,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,Mohammad Hafeez,GJ Maxwell,Imran Nazir,3,0,3,3,86,3,1,0,1,1,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
1,Imran Nazir,GJ Maxwell,Mohammad Hafeez,4,0,4,7,82,4,1,0,2,1,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
2,Imran Nazir,GJ Maxwell,Mohammad Hafeez,1,0,1,8,81,5,2,0,3,1,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
3,Mohammad Hafeez,GJ Maxwell,Imran Nazir,0,0,0,8,81,3,2,0,4,1,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
4,Mohammad Hafeez,GJ Maxwell,Imran Nazir,2,0,2,10,79,5,3,0,5,1,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
5,Mohammad Hafeez,GJ Maxwell,Imran Nazir,0,0,0,10,79,5,4,0,6,1,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
6,Imran Nazir,BW Hilfenhaus,Mohammad Hafeez,0,0,0,10,79,5,3,0,1,2,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
7,Imran Nazir,BW Hilfenhaus,Mohammad Hafeez,1,0,1,11,78,6,4,0,2,2,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
8,Mohammad Hafeez,BW Hilfenhaus,Imran Nazir,0,0,0,11,78,5,5,0,3,2,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
9,Mohammad Hafeez,BW Hilfenhaus,Imran Nazir,4,0,4,15,74,9,6,0,4,2,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
10,Mohammad Hafeez,BW Hilfenhaus,Imran Nazir,0,0,0,15,74,9,7,0,5,2,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
11,Mohammad Hafeez,BW Hilfenhaus,Imran Nazir,0,0,0,15,74,9,8,0,6,2,0,,,-,field,Pakistan,2,Dubai International Cricket Stadium,2012,09,Australia_Pakistan_2012-09-05,Pakistan,Pakistan,Australia
