,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,EMDY Munaweera,KM Jarvis,TM Dilshan,4,0,4,4,,4,1,0,-,1.0,0,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
1,EMDY Munaweera,KM Jarvis,TM Dilshan,0,0,0,4,,4,2,0,-,2.0,0,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
2,EMDY Munaweera,KM Jarvis,TM Dilshan,0,0,0,4,,4,3,0,-,3.0,0,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
3,EMDY Munaweera,KM Jarvis,TM Dilshan,0,0,0,4,,4,4,0,-,4.0,0,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
4,EMDY Munaweera,KM Jarvis,TM Dilshan,0,0,0,4,,4,5,0,-,5.0,0,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
5,EMDY Munaweera,KM Jarvis,TM Dilshan,0,0,0,4,,4,6,0,-,6.0,0,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
6,TM Dilshan,BV Vitori,EMDY Munaweera,0,0,0,4,,0,1,0,-,1.0,1,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
7,TM Dilshan,BV Vitori,EMDY Munaweera,0,0,0,4,,0,2,0,-,2.0,1,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
8,TM Dilshan,BV Vitori,EMDY Munaweera,4,0,4,8,,4,3,0,-,3.0,1,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
9,TM Dilshan,BV Vitori,EMDY Munaweera,0,1,1,9,,4,4,0,wides,3.0,1,0,,,field,Zimbabwe,1,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",2012,09,Sri Lanka_Zimbabwe_2012-09-18,Sri Lanka,Sri Lanka,Zimbabwe,True,182
