,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,H Masakadza,BAW Mendis,T Taibu,0,0,0,0,173,0,1,0,-,1.0,0,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
1,H Masakadza,BAW Mendis,T Taibu,1,0,1,1,172,1,2,0,-,2.0,0,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
2,T Taibu,BAW Mendis,H Masakadza,0,0,0,1,172,0,1,0,-,3.0,0,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
3,T Taibu,BAW Mendis,H Masakadza,1,0,1,2,171,1,2,0,-,4.0,0,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
4,H Masakadza,BAW Mendis,T Taibu,1,0,1,3,170,2,3,0,-,5.0,0,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
5,T Taibu,BAW Mendis,H Masakadza,1,0,1,4,169,2,3,0,-,6.0,0,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
6,T Taibu,SL Malinga,H Masakadza,0,2,2,6,167,2,4,0,wides,0.0,1,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
7,H Masakadza,SL Malinga,T Taibu,0,0,0,6,167,2,4,0,-,1.0,1,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
8,H Masakadza,SL Malinga,T Taibu,1,0,1,7,166,3,5,0,-,2.0,1,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
9,T Taibu,SL Malinga,H Masakadza,1,0,1,8,165,3,5,0,-,3.0,1,0,,,bat,Sri Lanka,2,Providence Stadium,2010,05,Sri Lanka_Zimbabwe_2010-05-03,Sri Lanka,Zimbabwe,Sri Lanka,False,29
