,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,KR Mayers,MA Starc,J Charles,0,0,0,0,,0,1,0,-,1.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Left arm Fast
1,KR Mayers,MA Starc,J Charles,4,0,4,4,,4,2,0,-,2.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Left arm Fast
2,KR Mayers,MA Starc,J Charles,1,0,1,5,,5,3,0,-,3.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Left arm Fast
3,J Charles,MA Starc,KR Mayers,0,1,1,6,,0,1,0,wides,3.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,,Left hand Bat,Left arm Fast
4,J Charles,MA Starc,KR Mayers,3,0,3,9,,3,2,0,-,4.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,,Left hand Bat,Left arm Fast
5,KR Mayers,MA Starc,J Charles,0,1,1,10,,5,4,0,wides,4.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Left arm Fast
6,KR Mayers,MA Starc,J Charles,4,0,4,14,,9,5,0,-,5.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Left arm Fast
7,KR Mayers,MA Starc,J Charles,0,0,0,14,,9,6,0,-,6.0,0,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Left arm Fast
8,J Charles,JR Hazlewood,KR Mayers,0,0,0,14,,3,3,1,-,1.0,1,bowled,J Charles,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,,Left hand Bat,Right arm Fast
9,BA King,JR Hazlewood,KR Mayers,1,0,1,15,,1,1,1,-,2.0,1,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,,Left hand Bat,Right arm Fast
10,KR Mayers,JR Hazlewood,BA King,0,0,0,15,,9,7,1,-,3.0,1,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Right arm Fast
11,KR Mayers,JR Hazlewood,BA King,4,0,4,19,,13,8,1,-,4.0,1,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Right arm Fast
12,KR Mayers,JR Hazlewood,BA King,4,0,4,23,,17,9,1,-,5.0,1,0,,,,field,Australia,1,Carrara Oval,2022,10,West Indies_Australia_2022-10-05,Australia,West Indies,Australia,False,145,Left hand Bat,,Right arm Fast
