,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,GJ Maxwell,SMSM Senanayake,DA Warner,0,0,0,0,,0,1,0,-,1.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Offbreak
1,GJ Maxwell,SMSM Senanayake,DA Warner,0,0,0,0,,0,2,0,-,2.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Offbreak
2,GJ Maxwell,SMSM Senanayake,DA Warner,0,0,0,0,,0,3,0,-,3.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Offbreak
3,GJ Maxwell,SMSM Senanayake,DA Warner,1,0,1,1,,1,4,0,-,4.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Offbreak
4,DA Warner,SMSM Senanayake,GJ Maxwell,2,0,2,3,,2,1,0,-,5.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Left hand Bat,Right hand Bat,Right arm Offbreak
5,DA Warner,SMSM Senanayake,GJ Maxwell,0,0,0,3,,2,2,0,-,6.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Left hand Bat,Right hand Bat,Right arm Offbreak
6,GJ Maxwell,RAS Lakmal,DA Warner,0,1,1,4,,1,4,0,wides,0.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Fast
7,GJ Maxwell,RAS Lakmal,DA Warner,0,0,0,4,,1,5,0,-,1.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Fast
8,GJ Maxwell,RAS Lakmal,DA Warner,0,0,0,4,,1,6,0,-,2.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Fast
9,GJ Maxwell,RAS Lakmal,DA Warner,1,0,1,5,,2,7,0,-,3.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Fast
10,DA Warner,RAS Lakmal,GJ Maxwell,0,4,4,9,,2,3,0,byes,4.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Left hand Bat,Right hand Bat,Right arm Fast
11,DA Warner,RAS Lakmal,GJ Maxwell,1,0,1,10,,3,4,0,-,5.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Left hand Bat,Right hand Bat,Right arm Fast
12,GJ Maxwell,RAS Lakmal,DA Warner,4,0,4,14,,6,8,0,-,6.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Right hand Bat,Left hand Bat,Right arm Fast
13,DA Warner,CAK Rajitha,GJ Maxwell,2,0,2,16,,5,5,0,-,1.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263,Left hand Bat,Right hand Bat,Right arm Medium
