,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,GJ Maxwell,SMSM Senanayake,DA Warner,0,0,0,0,,0,1,0,-,1.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
1,GJ Maxwell,SMSM Senanayake,DA Warner,0,0,0,0,,0,2,0,-,2.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
2,GJ Maxwell,SMSM Senanayake,DA Warner,0,0,0,0,,0,3,0,-,3.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
3,GJ Maxwell,SMSM Senanayake,DA Warner,1,0,1,1,,1,4,0,-,4.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
4,DA Warner,SMSM Senanayake,GJ Maxwell,2,0,2,3,,2,1,0,-,5.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
5,DA Warner,SMSM Senanayake,GJ Maxwell,0,0,0,3,,2,2,0,-,6.0,0,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
6,GJ Maxwell,RAS Lakmal,DA Warner,0,1,1,4,,1,5,0,wides,0.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
7,GJ Maxwell,RAS Lakmal,DA Warner,0,0,0,4,,1,6,0,-,1.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
8,GJ Maxwell,RAS Lakmal,DA Warner,0,0,0,4,,1,7,0,-,2.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
9,GJ Maxwell,RAS Lakmal,DA Warner,1,0,1,5,,2,8,0,-,3.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
10,DA Warner,RAS Lakmal,GJ Maxwell,0,4,4,9,,2,3,0,byes,4.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
11,DA Warner,RAS Lakmal,GJ Maxwell,1,0,1,10,,3,4,0,-,5.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
12,GJ Maxwell,RAS Lakmal,DA Warner,4,0,4,14,,6,9,0,-,6.0,1,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
13,DA Warner,CAK Rajitha,GJ Maxwell,2,0,2,16,,5,5,0,-,1.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
14,DA Warner,CAK Rajitha,GJ Maxwell,4,0,4,20,,9,6,0,-,2.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
15,DA Warner,CAK Rajitha,GJ Maxwell,4,0,4,24,,13,7,0,-,3.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
16,DA Warner,CAK Rajitha,GJ Maxwell,4,0,4,28,,17,8,0,-,4.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
17,DA Warner,CAK Rajitha,GJ Maxwell,4,0,4,32,,21,9,0,-,5.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
18,DA Warner,CAK Rajitha,GJ Maxwell,1,0,1,33,,22,10,0,-,6.0,2,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
19,DA Warner,RAS Lakmal,GJ Maxwell,0,1,1,34,,22,11,0,legbyes,1.0,3,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
20,GJ Maxwell,RAS Lakmal,DA Warner,4,0,4,38,,10,10,0,-,2.0,3,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
21,GJ Maxwell,RAS Lakmal,DA Warner,0,1,1,39,,10,11,0,wides,2.0,3,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
22,GJ Maxwell,RAS Lakmal,DA Warner,1,0,1,40,,11,12,0,-,3.0,3,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
23,DA Warner,RAS Lakmal,GJ Maxwell,2,0,2,42,,24,12,0,-,4.0,3,0,,,field,Sri Lanka,1,Pallekele International Cricket Stadium,2016,09,Sri Lanka_Australia_2016-09-06,Australia,Australia,Sri Lanka,True,263
