,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,MD Gunathilaka,FA Allen,P Nissanka,0,0,0,0,,0,1,0,1,0,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
1,MD Gunathilaka,FA Allen,P Nissanka,0,0,0,0,,0,2,0,2,0,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
2,MD Gunathilaka,FA Allen,P Nissanka,1,0,1,1,,1,3,0,3,0,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
3,P Nissanka,FA Allen,MD Gunathilaka,0,0,0,1,,0,1,0,4,0,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
4,P Nissanka,FA Allen,MD Gunathilaka,0,0,0,1,,0,2,0,5,0,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
5,P Nissanka,FA Allen,MD Gunathilaka,0,0,0,1,,0,3,0,6,0,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
6,MD Gunathilaka,K Sinclair,P Nissanka,2,0,2,3,,3,4,0,1,1,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
7,MD Gunathilaka,K Sinclair,P Nissanka,0,0,0,3,,3,5,0,2,1,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
8,MD Gunathilaka,K Sinclair,P Nissanka,4,0,4,7,,7,6,0,3,1,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
9,MD Gunathilaka,K Sinclair,P Nissanka,1,0,1,8,,8,7,0,4,1,0,,,-,bat,Sri Lanka,1,"Coolidge Cricket Ground, Antigua",2021,03,Sri Lanka_West Indies_2021-03-07,West Indies,Sri Lanka,West Indies,False,131
