,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Hazratullah,MR Adair,Rahmanullah Gurbaz,0,5,5,5,,0,1,0,1,wides,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
1,Hazratullah,MR Adair,Rahmanullah Gurbaz,0,1,1,6,,0,2,0,2,wides,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
2,Hazratullah,MR Adair,Rahmanullah Gurbaz,1,0,1,7,,1,3,0,3,-,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
3,Rahmanullah Gurbaz,MR Adair,Hazratullah,0,0,0,7,,0,1,0,4,-,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
4,Rahmanullah Gurbaz,MR Adair,Hazratullah,0,0,0,7,,0,2,0,5,-,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
5,Rahmanullah Gurbaz,MR Adair,Hazratullah,0,0,0,7,,0,3,0,6,-,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
6,Rahmanullah Gurbaz,MR Adair,Hazratullah,0,0,0,7,,0,4,0,7,-,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
7,Rahmanullah Gurbaz,MR Adair,Hazratullah,4,0,4,11,,4,5,0,8,-,0,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
8,Hazratullah,J Little,Rahmanullah Gurbaz,0,0,0,11,,1,4,0,1,-,1,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
9,Hazratullah,J Little,Rahmanullah Gurbaz,0,0,0,11,,1,5,0,2,-,1,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022,08,Afghanistan_Ireland_2022-08-12,Afghanistan,Afghanistan,Ireland,True,189
