,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,0,0,0,0,160,0,1,0,-,1.0,0,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Right arm Medium
1,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,0,0,0,0,160,0,2,0,-,2.0,0,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Right arm Medium
2,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,1,0,1,1,159,1,3,0,-,3.0,0,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Right arm Medium
3,Rahmanullah Gurbaz,AD Mathews,Ibrahim Zadran,0,0,0,1,159,0,1,0,-,4.0,0,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Right arm Medium
4,Rahmanullah Gurbaz,AD Mathews,Ibrahim Zadran,1,0,1,2,158,1,2,0,-,5.0,0,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Right arm Medium
5,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,1,0,1,3,157,2,4,0,-,6.0,0,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Right arm Medium
6,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,0,0,0,3,157,2,5,0,-,1.0,1,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Left arm Medium
7,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,4,0,4,7,153,6,6,0,-,2.0,1,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Left arm Medium
8,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,0,0,0,7,153,6,7,0,-,3.0,1,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Left arm Medium
9,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,4,0,4,11,149,10,8,0,-,4.0,1,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Left arm Medium
10,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,0,0,0,11,149,10,9,0,-,5.0,1,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Left arm Medium
11,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,1,0,1,12,148,11,10,0,-,6.0,1,0,,,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka,False,156,Right hand Bat,Right hand Bat,Left arm Medium
