,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,0,0,0,0,160,0,1,0,1,1,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
1,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,0,0,0,0,160,0,2,0,2,1,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
2,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,1,0,1,1,159,1,3,0,3,1,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
3,Rahmanullah Gurbaz,AD Mathews,Ibrahim Zadran,0,0,0,1,159,0,1,0,4,1,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
4,Rahmanullah Gurbaz,AD Mathews,Ibrahim Zadran,1,0,1,2,158,1,2,0,5,1,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
5,Ibrahim Zadran,AD Mathews,Rahmanullah Gurbaz,1,0,1,3,157,2,4,0,6,1,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
6,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,0,0,0,3,157,2,5,0,1,2,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
7,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,4,0,4,7,153,6,6,0,2,2,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
8,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,0,0,0,7,153,6,7,0,3,2,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
9,Ibrahim Zadran,B Fernando,Rahmanullah Gurbaz,4,0,4,11,149,10,8,0,4,2,0,,,-,,field,Afghanistan,2,Rangiri Dambulla International Stadium,2024,02,Sri Lanka_Afghanistan_2024-02-17,Sri Lanka,Afghanistan,Sri Lanka
