,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,MDKJ Perera,Mashrafe Mortaza,TM Dilshan,2,0,2,2,,2,1,0,-,1.0,0,,,0,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
1,MDKJ Perera,Mashrafe Mortaza,TM Dilshan,4,0,4,6,,6,2,0,-,2.0,0,,,0,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
2,MDKJ Perera,Mashrafe Mortaza,TM Dilshan,1,0,1,7,,7,3,0,-,3.0,0,,,0,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
3,TM Dilshan,Mashrafe Mortaza,MDKJ Perera,0,0,0,7,,0,1,0,-,4.0,0,,,0,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,Right hand Bat,,Right arm Fast
4,TM Dilshan,Mashrafe Mortaza,MDKJ Perera,0,0,0,7,,0,2,0,-,5.0,0,,,0,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,Right hand Bat,,Right arm Fast
5,TM Dilshan,Mashrafe Mortaza,MDKJ Perera,0,0,0,7,,0,3,1,-,6.0,bowled,TM Dilshan,,0,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,Right hand Bat,,Right arm Fast
6,MDKJ Perera,Sohag Gazi,LD Chandimal,2,0,2,9,,9,4,1,-,1.0,0,,,1,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
7,MDKJ Perera,Sohag Gazi,LD Chandimal,0,0,0,9,,9,5,1,-,2.0,0,,,1,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
8,MDKJ Perera,Sohag Gazi,LD Chandimal,4,0,4,13,,13,6,1,-,3.0,0,,,1,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
9,MDKJ Perera,Sohag Gazi,LD Chandimal,0,0,0,13,,13,7,1,-,4.0,0,,,1,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
10,MDKJ Perera,Sohag Gazi,LD Chandimal,0,0,0,13,,13,8,1,-,5.0,0,,,1,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
11,MDKJ Perera,Sohag Gazi,LD Chandimal,1,0,1,14,,14,9,1,-,6.0,0,,,1,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
12,MDKJ Perera,Mashrafe Mortaza,LD Chandimal,0,0,0,14,,14,10,1,-,1.0,0,,,2,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
13,MDKJ Perera,Mashrafe Mortaza,LD Chandimal,4,0,4,18,,18,11,1,-,2.0,0,,,2,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
14,MDKJ Perera,Mashrafe Mortaza,LD Chandimal,2,0,2,20,,20,12,1,-,3.0,0,,,2,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
15,MDKJ Perera,Mashrafe Mortaza,LD Chandimal,0,0,0,20,,20,13,1,-,4.0,0,,,2,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
16,MDKJ Perera,Mashrafe Mortaza,LD Chandimal,1,0,1,21,,21,14,1,-,5.0,0,,,2,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Fast
17,LD Chandimal,Mashrafe Mortaza,MDKJ Perera,0,0,0,21,,0,1,1,-,6.0,0,,,2,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,Right hand Bat,,Right arm Fast
18,MDKJ Perera,Sohag Gazi,LD Chandimal,4,0,4,25,,25,15,1,-,1.0,0,,,3,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
19,MDKJ Perera,Sohag Gazi,LD Chandimal,4,0,4,29,,29,16,1,-,2.0,0,,,3,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
20,MDKJ Perera,Sohag Gazi,LD Chandimal,4,0,4,33,,33,17,1,-,3.0,0,,,3,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
21,MDKJ Perera,Sohag Gazi,LD Chandimal,4,0,4,37,,37,18,1,-,4.0,0,,,3,field,Bangladesh,1,Zahur Ahmed Chowdhury Stadium,2014,02,Bangladesh_Sri Lanka_2014-02-12,Sri Lanka,Sri Lanka,Bangladesh,True,168,,Right hand Bat,Right arm Offbreak
