,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,PD Salt,Mohammad Nawaz,AD Hales,4,0,4,4,165,4,1,0,1,1,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
1,PD Salt,Mohammad Nawaz,AD Hales,0,0,0,4,165,4,2,0,2,1,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
2,PD Salt,Mohammad Nawaz,AD Hales,4,0,4,8,161,8,3,0,3,1,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
3,PD Salt,Mohammad Nawaz,AD Hales,1,0,1,9,160,9,4,0,4,1,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
4,AD Hales,Mohammad Nawaz,PD Salt,1,0,1,10,159,1,1,0,5,1,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
5,PD Salt,Mohammad Nawaz,AD Hales,1,0,1,11,158,10,5,0,6,1,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
6,PD Salt,Shahnawaz Dhani,AD Hales,4,0,4,15,154,14,6,0,1,2,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
7,PD Salt,Shahnawaz Dhani,AD Hales,6,0,6,21,148,20,7,0,2,2,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
8,PD Salt,Shahnawaz Dhani,AD Hales,1,0,1,22,147,21,8,0,3,2,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
9,AD Hales,Shahnawaz Dhani,PD Salt,4,0,4,26,143,5,2,0,4,2,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
10,AD Hales,Shahnawaz Dhani,PD Salt,0,1,1,27,142,5,3,0,5,2,wides,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
11,AD Hales,Shahnawaz Dhani,PD Salt,6,0,6,33,136,11,4,0,6,2,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
12,AD Hales,Shahnawaz Dhani,PD Salt,0,0,0,33,136,11,5,0,7,2,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
13,PD Salt,Mohammad Wasim,AD Hales,4,0,4,37,132,25,9,0,1,3,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
14,PD Salt,Mohammad Wasim,AD Hales,1,0,1,38,131,26,10,0,2,3,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
15,AD Hales,Mohammad Wasim,PD Salt,0,0,0,38,131,11,6,0,3,3,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
16,AD Hales,Mohammad Wasim,PD Salt,4,0,4,42,127,15,7,0,4,3,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
17,AD Hales,Mohammad Wasim,PD Salt,4,0,4,46,123,19,8,0,5,3,-,0,,,,field,England,2,"Gaddafi Stadium, Lahore",2022,09,Pakistan_England_2022-09-30,England,England,Pakistan
