,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,AT Carey,Imad Wasim,AJ Finch,0,0,0,0,150,0,1,0,1,1,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
1,AT Carey,Imad Wasim,AJ Finch,4,0,4,4,146,4,2,0,2,1,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
2,AT Carey,Imad Wasim,AJ Finch,6,0,6,10,140,10,3,0,3,1,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
3,AT Carey,Imad Wasim,AJ Finch,6,0,6,16,134,16,4,0,4,1,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
4,AT Carey,Imad Wasim,AJ Finch,4,0,4,20,130,20,5,0,5,1,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
5,AT Carey,Imad Wasim,AJ Finch,0,0,0,20,130,20,6,0,6,1,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
6,AJ Finch,Faheem Ashraf,AT Carey,1,0,1,21,129,1,1,0,1,2,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
7,AT Carey,Faheem Ashraf,AJ Finch,0,0,0,21,129,20,7,0,2,2,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
8,AT Carey,Faheem Ashraf,AJ Finch,0,1,1,22,128,20,8,0,3,2,legbyes,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
9,AJ Finch,Faheem Ashraf,AT Carey,0,2,2,24,126,1,2,0,4,2,legbyes,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
10,AJ Finch,Faheem Ashraf,AT Carey,0,0,0,24,126,1,3,1,5,2,-,caught,AJ Finch,Mohammad Hafeez,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
11,CA Lynn,Faheem Ashraf,AT Carey,0,0,0,24,126,0,1,1,6,2,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
12,AT Carey,Mohammad Hafeez,CA Lynn,0,0,0,24,126,20,9,2,1,3,-,caught,AT Carey,Faheem Ashraf,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
13,BR McDermott,Mohammad Hafeez,CA Lynn,1,0,1,25,125,1,1,2,2,3,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
14,CA Lynn,Mohammad Hafeez,BR McDermott,1,0,1,26,124,1,2,2,3,3,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
15,BR McDermott,Mohammad Hafeez,CA Lynn,1,0,1,27,123,2,2,2,4,3,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
16,CA Lynn,Mohammad Hafeez,BR McDermott,0,0,0,27,123,1,3,2,5,3,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
17,CA Lynn,Mohammad Hafeez,BR McDermott,4,0,4,31,119,5,4,2,6,3,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
18,BR McDermott,Faheem Ashraf,CA Lynn,0,0,0,31,119,2,3,2,1,4,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
19,BR McDermott,Faheem Ashraf,CA Lynn,0,0,0,31,119,2,4,2,2,4,-,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
20,BR McDermott,Faheem Ashraf,CA Lynn,0,1,1,32,118,2,5,2,3,4,legbyes,0,,,bat,Pakistan,2,Dubai International Cricket Stadium,2018,10,Pakistan_Australia_2018-10-28,Pakistan,Australia,Pakistan
