,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,UT Khawaja,DW Steyn,SR Watson,0,0,0,0,178,0,1,0,-,1.0,0,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Left hand Bat,Right hand Bat,Right arm Fast
1,UT Khawaja,DW Steyn,SR Watson,4,0,4,4,174,4,2,0,-,2.0,0,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Left hand Bat,Right hand Bat,Right arm Fast
2,UT Khawaja,DW Steyn,SR Watson,0,0,0,4,174,4,3,0,-,3.0,0,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Left hand Bat,Right hand Bat,Right arm Fast
3,UT Khawaja,DW Steyn,SR Watson,1,0,1,5,173,5,4,0,-,4.0,0,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Left hand Bat,Right hand Bat,Right arm Fast
4,SR Watson,DW Steyn,UT Khawaja,0,0,0,5,173,0,1,0,-,5.0,0,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Right hand Bat,Left hand Bat,Right arm Fast
5,SR Watson,DW Steyn,UT Khawaja,0,0,0,5,173,0,2,0,-,6.0,0,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Right hand Bat,Left hand Bat,Right arm Fast
6,UT Khawaja,K Rabada,SR Watson,1,0,1,6,172,6,5,0,-,1.0,1,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Left hand Bat,Right hand Bat,Right arm Fast
7,SR Watson,K Rabada,UT Khawaja,4,0,4,10,168,4,3,0,-,2.0,1,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Right hand Bat,Left hand Bat,Right arm Fast
8,SR Watson,K Rabada,UT Khawaja,0,0,0,10,168,4,4,0,-,3.0,1,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Right hand Bat,Left hand Bat,Right arm Fast
9,SR Watson,K Rabada,UT Khawaja,4,0,4,14,164,8,5,0,-,4.0,1,0,,,bat,South Africa,2,Newlands,2016,03,South Africa_Australia_2016-03-09,Australia,Australia,South Africa,True,181,Right hand Bat,Left hand Bat,Right arm Fast
