,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Hazratullah,JO Holder,Rahmanullah Gurbaz,6,0,6,6,158,6,1,0,1,0,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
1,Hazratullah,JO Holder,Rahmanullah Gurbaz,0,0,0,6,158,6,2,0,2,0,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
2,Hazratullah,JO Holder,Rahmanullah Gurbaz,0,0,0,6,158,6,3,0,3,0,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
3,Hazratullah,JO Holder,Rahmanullah Gurbaz,4,0,4,10,154,10,4,0,4,0,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
4,Hazratullah,JO Holder,Rahmanullah Gurbaz,2,0,2,12,152,12,5,0,5,0,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
5,Hazratullah,JO Holder,Rahmanullah Gurbaz,4,0,4,16,148,16,6,0,6,0,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
6,Rahmanullah Gurbaz,SS Cottrell,Hazratullah,0,1,1,17,147,0,1,0,1,1,wides,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
7,Rahmanullah Gurbaz,SS Cottrell,Hazratullah,0,0,0,17,147,0,2,0,2,1,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
8,Rahmanullah Gurbaz,SS Cottrell,Hazratullah,1,0,1,18,146,1,3,0,3,1,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
9,Hazratullah,SS Cottrell,Rahmanullah Gurbaz,1,0,1,19,145,17,7,0,4,1,-,0,,,bat,Afghanistan,1,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2019,11,Afghanistan_West Indies_2019-11-16,Afghanistan,Afghanistan,West Indies,147
