,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,Hazratullah,W Madhevere,Ihsanullah,0,0,0,0,170,0,1,0,1,1,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
1,Hazratullah,W Madhevere,Ihsanullah,0,0,0,0,170,0,2,0,2,1,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
2,Hazratullah,W Madhevere,Ihsanullah,4,0,4,4,166,4,3,0,3,1,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
3,Hazratullah,W Madhevere,Ihsanullah,6,0,6,10,160,10,4,0,4,1,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
4,Hazratullah,W Madhevere,Ihsanullah,0,0,0,10,160,10,5,0,5,1,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
5,Hazratullah,W Madhevere,Ihsanullah,0,0,0,10,160,10,6,0,6,1,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
6,Ihsanullah,TL Chatara,Hazratullah,1,0,1,11,159,1,1,0,1,2,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
7,Hazratullah,TL Chatara,Ihsanullah,1,0,1,12,158,11,7,0,2,2,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
8,Ihsanullah,TL Chatara,Hazratullah,0,0,0,12,158,1,2,0,3,2,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
9,Ihsanullah,TL Chatara,Hazratullah,4,0,4,16,154,5,3,0,4,2,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
10,Ihsanullah,TL Chatara,Hazratullah,0,0,0,16,154,5,4,0,5,2,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
11,Ihsanullah,TL Chatara,Hazratullah,0,0,0,16,154,5,5,0,6,2,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
12,Hazratullah,DT Tiripano,Ihsanullah,0,0,0,16,154,11,8,0,1,3,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
13,Hazratullah,DT Tiripano,Ihsanullah,0,0,0,16,154,11,9,0,2,3,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
14,Hazratullah,DT Tiripano,Ihsanullah,1,0,1,17,153,12,10,0,3,3,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
15,Ihsanullah,DT Tiripano,Hazratullah,2,0,2,19,151,7,6,0,4,3,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
16,Ihsanullah,DT Tiripano,Hazratullah,4,0,4,23,147,11,7,0,5,3,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
17,Ihsanullah,DT Tiripano,Hazratullah,0,0,0,23,147,11,8,0,6,3,-,0,,,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
18,Hazratullah,TL Chatara,Ihsanullah,0,0,0,23,147,12,11,1,1,4,-,caught,Hazratullah,I Kaia,bat,Afghanistan,1,Harare Sports Club,2022,06,Afghanistan_Zimbabwe_2022-06-14,Afghanistan,Afghanistan,Zimbabwe
