,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,JJ Roy,S Badree,AD Hales,0,0,0,0,192,0,1,0,1,0,,,1,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
1,JJ Roy,S Badree,AD Hales,0,0,0,0,192,0,2,1,2,bowled,JJ Roy,,1,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
2,JE Root,S Badree,AD Hales,1,0,1,1,191,1,1,1,3,0,,,1,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
3,AD Hales,S Badree,JE Root,1,0,1,2,190,1,1,1,4,0,,,1,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
4,JE Root,S Badree,AD Hales,4,0,4,6,186,5,2,1,5,0,,,1,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
5,JE Root,S Badree,AD Hales,1,0,1,7,185,6,3,1,6,0,,,1,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
6,JE Root,AD Russell,AD Hales,0,0,0,7,185,6,4,1,1,0,,,2,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
7,JE Root,AD Russell,AD Hales,0,0,0,7,185,6,5,1,2,0,,,2,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
8,JE Root,AD Russell,AD Hales,1,0,1,8,184,7,6,1,3,0,,,2,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
9,AD Hales,AD Russell,JE Root,0,0,0,8,184,1,2,1,4,0,,,2,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
10,AD Hales,AD Russell,JE Root,0,0,0,8,184,1,3,2,5,caught,AD Hales,S Badree,2,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
11,EJG Morgan,AD Russell,JE Root,0,0,0,8,184,0,1,2,6,0,,,2,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
12,JE Root,S Badree,EJG Morgan,1,0,1,9,183,8,7,2,1,0,,,3,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
13,EJG Morgan,S Badree,JE Root,0,0,0,9,183,0,2,2,2,0,,,3,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
14,EJG Morgan,S Badree,JE Root,0,0,0,9,183,0,3,2,3,0,,,3,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
15,EJG Morgan,S Badree,JE Root,0,0,0,9,183,0,4,2,4,0,,,3,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
16,EJG Morgan,S Badree,JE Root,0,0,0,9,183,0,5,2,5,0,,,3,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
17,EJG Morgan,S Badree,JE Root,0,0,0,9,183,0,6,2,6,0,,,3,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
18,JE Root,SJ Benn,EJG Morgan,0,0,0,9,183,8,8,2,1,0,,,4,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
19,JE Root,SJ Benn,EJG Morgan,4,0,4,13,179,12,9,2,2,0,,,4,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
20,JE Root,SJ Benn,EJG Morgan,1,0,1,14,178,13,10,2,3,0,,,4,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
21,EJG Morgan,SJ Benn,JE Root,4,0,4,18,174,4,7,2,4,0,,,4,-,field,West Indies,1,Eden Gardens,2016,04,England_West Indies_2016-04-03,West Indies,England,West Indies
