,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,MS Wade,TG Southee,AJ Finch,0,0,0,0,184,0,1,0,1,0,,,1,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
1,MS Wade,TG Southee,AJ Finch,1,0,1,1,183,1,2,0,2,0,,,1,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
2,AJ Finch,TG Southee,MS Wade,1,0,1,2,182,1,1,0,3,0,,,1,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
3,MS Wade,TG Southee,AJ Finch,1,0,1,3,181,2,3,0,4,0,,,1,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
4,AJ Finch,TG Southee,MS Wade,0,0,0,3,181,1,2,1,5,caught,AJ Finch,DP Conway,1,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
5,JR Philippe,TG Southee,MS Wade,0,0,0,3,181,0,1,1,6,0,,,1,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
6,MS Wade,TA Boult,JR Philippe,0,0,0,3,181,2,4,1,1,0,,,2,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
7,MS Wade,TA Boult,JR Philippe,0,0,0,3,181,2,5,1,2,0,,,2,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
8,MS Wade,TA Boult,JR Philippe,3,0,3,6,178,5,6,1,3,0,,,2,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
9,JR Philippe,TA Boult,MS Wade,2,0,2,8,176,2,2,1,4,0,,,2,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
10,JR Philippe,TA Boult,MS Wade,0,0,0,8,176,2,3,2,5,caught,JR Philippe,DP Conway,2,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
11,MR Marsh,TA Boult,MS Wade,0,1,1,9,175,0,1,2,6,0,,,2,wides,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
12,MR Marsh,TA Boult,MS Wade,0,0,0,9,175,0,2,2,7,0,,,2,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
13,MS Wade,TG Southee,MR Marsh,0,0,0,9,175,5,7,2,1,0,,,3,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
14,MS Wade,TG Southee,MR Marsh,0,0,0,9,175,5,8,2,2,0,,,3,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
15,MS Wade,TG Southee,MR Marsh,0,0,0,9,175,5,9,2,3,0,,,3,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
16,MS Wade,TG Southee,MR Marsh,1,0,1,10,174,6,10,2,4,0,,,3,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
17,MR Marsh,TG Southee,MS Wade,0,0,0,10,174,0,3,2,5,0,,,3,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
18,MR Marsh,TG Southee,MS Wade,0,0,0,10,174,0,4,2,6,0,,,3,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
19,MS Wade,TA Boult,MR Marsh,6,0,6,16,168,12,11,2,1,0,,,4,-,field,Australia,2,Hagley Oval,2021,02,New Zealand_Australia_2021-02-22,New Zealand,Australia,New Zealand
