,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,HM Amla,MA Starc,Q de Kock,0,0,0,0,201,0,1,0,1,-,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
1,HM Amla,MA Starc,Q de Kock,0,0,0,0,201,0,2,0,2,-,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
2,HM Amla,MA Starc,Q de Kock,4,0,4,4,197,4,3,0,3,-,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
3,HM Amla,MA Starc,Q de Kock,0,1,1,5,196,4,4,0,4,wides,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
4,HM Amla,MA Starc,Q de Kock,0,0,0,5,196,4,5,0,5,-,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
5,HM Amla,MA Starc,Q de Kock,0,0,0,5,196,4,6,0,6,-,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
6,HM Amla,MA Starc,Q de Kock,0,0,0,5,196,4,7,0,7,-,1,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
7,Q de Kock,NM Coulter-Nile,HM Amla,0,0,0,5,196,0,1,0,1,-,2,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
8,Q de Kock,NM Coulter-Nile,HM Amla,1,0,1,6,195,1,2,0,2,-,2,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
9,HM Amla,NM Coulter-Nile,Q de Kock,0,0,0,6,195,4,8,0,3,-,2,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
10,HM Amla,NM Coulter-Nile,Q de Kock,0,0,0,6,195,4,9,0,4,-,2,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
11,HM Amla,NM Coulter-Nile,Q de Kock,0,0,0,6,195,4,10,1,5,-,2,caught and bowled,HM Amla,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
12,F du Plessis,NM Coulter-Nile,Q de Kock,0,0,0,6,195,0,1,1,6,-,2,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
13,Q de Kock,GB Hogg,F du Plessis,0,0,0,6,195,1,3,1,1,-,3,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
14,Q de Kock,GB Hogg,F du Plessis,2,0,2,8,193,3,4,1,2,-,3,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
15,Q de Kock,GB Hogg,F du Plessis,1,0,1,9,192,4,5,1,3,-,3,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
16,F du Plessis,GB Hogg,Q de Kock,1,0,1,10,191,1,2,1,4,-,3,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
17,Q de Kock,GB Hogg,F du Plessis,0,0,0,10,191,4,6,1,5,-,3,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
18,Q de Kock,GB Hogg,F du Plessis,1,0,1,11,190,5,7,1,6,-,3,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
19,Q de Kock,SR Watson,F du Plessis,4,0,4,15,186,9,8,1,1,-,4,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
20,Q de Kock,SR Watson,F du Plessis,6,0,6,21,180,15,9,1,2,-,4,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
21,Q de Kock,SR Watson,F du Plessis,1,0,1,22,179,16,10,1,3,-,4,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
22,F du Plessis,SR Watson,Q de Kock,1,0,1,23,178,2,3,1,4,-,4,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
23,Q de Kock,SR Watson,F du Plessis,0,0,0,23,178,16,11,1,5,-,4,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
24,Q de Kock,SR Watson,F du Plessis,2,0,2,25,176,18,12,1,6,-,4,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
25,F du Plessis,DT Christian,Q de Kock,0,0,0,25,176,2,4,1,1,-,5,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
26,F du Plessis,DT Christian,Q de Kock,4,0,4,29,172,6,5,1,2,-,5,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
27,F du Plessis,DT Christian,Q de Kock,0,0,0,29,172,6,6,1,3,-,5,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
28,F du Plessis,DT Christian,Q de Kock,6,0,6,35,166,12,7,1,4,-,5,0,,,field,Australia,1,Kingsmead,2014,03,South Africa_Australia_2014-03-12,Australia,South Africa,Australia,80
