,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,RG Sharma,AD Russell,AM Rahane,2,0,2,2,243,2,1,0,1,1,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
1,RG Sharma,AD Russell,AM Rahane,1,0,1,3,242,3,2,0,2,1,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
2,AM Rahane,AD Russell,RG Sharma,1,0,1,4,241,1,1,0,3,1,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
3,RG Sharma,AD Russell,AM Rahane,1,0,1,5,240,4,3,0,4,1,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
4,AM Rahane,AD Russell,RG Sharma,0,0,0,5,240,1,2,0,5,1,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
5,AM Rahane,AD Russell,RG Sharma,0,0,0,5,240,1,3,0,6,1,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
6,RG Sharma,S Badree,AM Rahane,0,0,0,5,240,4,4,0,1,2,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
7,RG Sharma,S Badree,AM Rahane,4,0,4,9,236,8,5,0,2,2,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
8,RG Sharma,S Badree,AM Rahane,4,0,4,13,232,12,6,0,3,2,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
9,RG Sharma,S Badree,AM Rahane,1,0,1,14,231,13,7,0,4,2,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
10,AM Rahane,S Badree,RG Sharma,1,0,1,15,230,2,4,0,5,2,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
11,RG Sharma,S Badree,AM Rahane,4,0,4,19,226,17,8,0,6,2,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
12,AM Rahane,AD Russell,RG Sharma,4,0,4,23,222,6,5,0,1,3,0,,,-,field,India,2,Central Broward Regional Park Stadium Turf Ground,2016,08,India_West Indies_2016-08-27,West Indies,India,West Indies
