,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
0,DA Warner,ST Finn,AJ Finch,1,0,1,1,194,1,1,0,-,1.0,0,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Right hand Bat,Right arm Fast
1,AJ Finch,ST Finn,DA Warner,0,1,1,2,193,0,1,0,legbyes,2.0,0,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
2,DA Warner,ST Finn,AJ Finch,0,0,0,2,193,1,2,0,-,3.0,0,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Right hand Bat,Right arm Fast
3,DA Warner,ST Finn,AJ Finch,1,0,1,3,192,2,3,0,-,4.0,0,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Right hand Bat,Right arm Fast
4,AJ Finch,ST Finn,DA Warner,0,0,0,3,192,0,2,0,-,5.0,0,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
5,AJ Finch,ST Finn,DA Warner,1,0,1,4,191,1,3,0,-,6.0,0,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
6,AJ Finch,SCJ Broad,DA Warner,4,0,4,8,187,5,4,0,-,1.0,1,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
7,AJ Finch,SCJ Broad,DA Warner,0,0,0,8,187,5,5,1,-,2.0,1,caught,AJ Finch,LJ Wright,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
8,SR Watson,SCJ Broad,DA Warner,0,0,0,8,187,0,1,1,-,3.0,1,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
9,SR Watson,SCJ Broad,DA Warner,1,0,1,9,186,1,2,1,-,4.0,1,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
10,DA Warner,SCJ Broad,SR Watson,0,0,0,9,186,2,4,1,-,5.0,1,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Right hand Bat,Right arm Fast
11,DA Warner,SCJ Broad,SR Watson,0,0,0,9,186,2,5,1,-,6.0,1,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Right hand Bat,Right arm Fast
12,SR Watson,ST Finn,DA Warner,2,0,2,11,184,3,3,1,-,1.0,2,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
13,SR Watson,ST Finn,DA Warner,0,0,0,11,184,3,4,1,-,2.0,2,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
14,SR Watson,ST Finn,DA Warner,4,0,4,15,180,7,5,1,-,3.0,2,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
15,SR Watson,ST Finn,DA Warner,0,0,0,15,180,7,6,2,-,4.0,2,run out,SR Watson,EJG Morgan,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Right hand Bat,Left hand Bat,Right arm Fast
16,SE Marsh,ST Finn,DA Warner,0,0,0,15,180,0,1,2,-,5.0,2,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
17,SE Marsh,ST Finn,DA Warner,0,0,0,15,180,0,2,2,-,6.0,2,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
18,DA Warner,SCJ Broad,SE Marsh,4,0,4,19,176,6,6,2,-,1.0,3,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
19,DA Warner,SCJ Broad,SE Marsh,0,0,0,19,176,6,7,2,-,2.0,3,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
20,DA Warner,SCJ Broad,SE Marsh,4,0,4,23,172,10,8,2,-,3.0,3,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
21,DA Warner,SCJ Broad,SE Marsh,0,0,0,23,172,10,9,2,-,4.0,3,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
22,DA Warner,SCJ Broad,SE Marsh,1,0,1,24,171,11,10,2,-,5.0,3,0,,,field,Australia,2,Riverside Ground,2013,08,England_Australia_2013-08-31,England,Australia,England,False,168,Left hand Bat,Left hand Bat,Right arm Fast
