,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Sikandar Raza,Mashrafe Mortaza,RW Chakabva,0,0,0,0,136,0,1,0,1,0,,,0,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
1,Sikandar Raza,Mashrafe Mortaza,RW Chakabva,0,0,0,0,136,0,2,0,2,0,,,0,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
2,Sikandar Raza,Mashrafe Mortaza,RW Chakabva,0,0,0,0,136,0,3,0,3,0,,,0,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
3,Sikandar Raza,Mashrafe Mortaza,RW Chakabva,4,0,4,4,132,4,4,0,4,0,,,0,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
4,Sikandar Raza,Mashrafe Mortaza,RW Chakabva,0,0,0,4,132,4,5,1,5,caught,Sikandar Raza,Liton Das,0,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
5,SC Williams,Mashrafe Mortaza,RW Chakabva,0,0,0,4,132,0,1,1,6,0,,,0,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
6,RW Chakabva,Al-Amin Hossain,SC Williams,0,0,0,4,132,0,1,1,1,0,,,1,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
7,RW Chakabva,Al-Amin Hossain,SC Williams,0,4,4,8,128,0,2,1,2,0,,,1,legbyes,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
8,RW Chakabva,Al-Amin Hossain,SC Williams,0,0,0,8,128,0,3,2,3,caught,RW Chakabva,Mushfiqur Rahim,1,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
9,SC Williams,Al-Amin Hossain,E Chigumbura,0,0,0,8,128,0,2,2,4,0,,,1,-,field,Bangladesh,1,Shere Bangla National Stadium,2015,11,Bangladesh_Zimbabwe_2015-11-13,Bangladesh,Zimbabwe,Bangladesh,131
