,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,CH Gayle,Syed Rasel,DS Smith,0,0,0,0,,0,1,0,-,1.0,0,,,0,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
1,CH Gayle,Syed Rasel,DS Smith,0,0,0,0,,0,2,0,-,2.0,0,,,0,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
2,CH Gayle,Syed Rasel,DS Smith,0,0,0,0,,0,3,1,-,3.0,caught,CH Gayle,Alok Kapali,0,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
3,S Chanderpaul,Syed Rasel,DS Smith,0,0,0,0,,0,1,1,-,4.0,0,,,0,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
4,S Chanderpaul,Syed Rasel,DS Smith,0,0,0,0,,0,2,1,-,5.0,0,,,0,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
5,S Chanderpaul,Syed Rasel,DS Smith,0,0,0,0,,0,3,1,-,6.0,0,,,0,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
6,DS Smith,Abdur Razzak,S Chanderpaul,1,0,1,1,,1,1,1,-,1.0,0,,,1,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
7,S Chanderpaul,Abdur Razzak,DS Smith,4,0,4,5,,4,4,1,-,2.0,0,,,1,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
8,S Chanderpaul,Abdur Razzak,DS Smith,0,0,0,5,,4,5,1,-,3.0,0,,,1,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
9,S Chanderpaul,Abdur Razzak,DS Smith,6,0,6,11,,10,6,1,-,4.0,0,,,1,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
10,S Chanderpaul,Abdur Razzak,DS Smith,1,0,1,12,,11,7,1,-,5.0,0,,,1,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
11,DS Smith,Abdur Razzak,S Chanderpaul,0,0,0,12,,1,2,1,-,6.0,0,,,1,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
12,S Chanderpaul,Syed Rasel,DS Smith,1,0,1,13,,12,8,1,-,1.0,0,,,2,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
13,DS Smith,Syed Rasel,S Chanderpaul,0,0,0,13,,1,3,1,-,2.0,0,,,2,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
14,DS Smith,Syed Rasel,S Chanderpaul,1,0,1,14,,2,4,1,-,3.0,0,,,2,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
15,S Chanderpaul,Syed Rasel,DS Smith,0,0,0,14,,12,9,1,-,4.0,0,,,2,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
16,S Chanderpaul,Syed Rasel,DS Smith,1,0,1,15,,13,10,1,-,5.0,0,,,2,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
17,DS Smith,Syed Rasel,S Chanderpaul,1,0,1,16,,3,5,1,-,6.0,0,,,2,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
18,DS Smith,Mashrafe Mortaza,S Chanderpaul,0,1,1,17,,3,6,1,wides,0.0,0,,,3,field,Bangladesh,1,New Wanderers Stadium,2007,09,Bangladesh_West Indies_2007-09-13,Bangladesh,West Indies,Bangladesh,False,164
