,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Tamim Iqbal,SL Malinga,Soumya Sarkar,0,0,0,0,132,0,1,0,1,-,0,,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
1,Tamim Iqbal,SL Malinga,Soumya Sarkar,0,0,0,0,132,0,2,1,2,-,bowled,Tamim Iqbal,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
2,Sabbir Rahman,SL Malinga,Soumya Sarkar,0,0,0,0,132,0,1,1,3,-,0,,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
3,Sabbir Rahman,SL Malinga,Soumya Sarkar,0,0,0,0,132,0,2,1,4,-,0,,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
4,Sabbir Rahman,SL Malinga,Soumya Sarkar,0,5,5,5,127,0,3,1,5,wides,0,,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
5,Sabbir Rahman,SL Malinga,Soumya Sarkar,1,0,1,6,126,1,4,1,6,-,0,,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
6,Soumya Sarkar,SL Malinga,Sabbir Rahman,0,0,0,6,126,0,1,1,7,-,0,,,1,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
7,Sabbir Rahman,KMDN Kulasekara,Soumya Sarkar,3,0,3,9,123,4,5,1,1,-,0,,,2,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
8,Soumya Sarkar,KMDN Kulasekara,Sabbir Rahman,0,0,0,9,123,0,2,1,2,-,0,,,2,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
9,Soumya Sarkar,KMDN Kulasekara,Sabbir Rahman,4,0,4,13,119,4,3,1,3,-,0,,,2,bat,Bangladesh,1,R Premadasa Stadium,2017,04,Sri Lanka_Bangladesh_2017-04-04,Sri Lanka,Bangladesh,Sri Lanka,155
