,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Imrul Kayes,BE Hendricks,Soumya Sarkar,4,0,4,4,220,4,1,0,1,-,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
1,Imrul Kayes,BE Hendricks,Soumya Sarkar,1,0,1,5,219,5,2,0,2,-,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
2,Soumya Sarkar,BE Hendricks,Imrul Kayes,4,0,4,9,215,4,1,0,3,-,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
3,Soumya Sarkar,BE Hendricks,Imrul Kayes,6,0,6,15,209,10,2,0,4,-,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
4,Soumya Sarkar,BE Hendricks,Imrul Kayes,0,1,1,16,208,10,3,0,5,wides,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
5,Soumya Sarkar,BE Hendricks,Imrul Kayes,1,0,1,17,207,11,4,0,6,-,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
6,Imrul Kayes,BE Hendricks,Soumya Sarkar,0,0,0,17,207,5,3,0,7,-,1,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
7,Soumya Sarkar,JP Duminy,Imrul Kayes,0,0,0,17,207,11,5,0,1,-,2,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
8,Soumya Sarkar,JP Duminy,Imrul Kayes,2,0,2,19,205,13,6,0,2,-,2,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
9,Soumya Sarkar,JP Duminy,Imrul Kayes,1,0,1,20,204,14,7,0,3,-,2,0,,,field,Bangladesh,2,Senwes Park,2017,10,South Africa_Bangladesh_2017-10-29,South Africa,Bangladesh,South Africa,141
