,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,MJ Guptill,Nasum Ahmed,FH Allen,0,0,0,0,210,0,1,0,1,0,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
1,MJ Guptill,Nasum Ahmed,FH Allen,4,0,4,4,206,4,2,0,2,0,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
2,MJ Guptill,Nasum Ahmed,FH Allen,1,0,1,5,205,5,3,0,3,0,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
3,FH Allen,Nasum Ahmed,MJ Guptill,0,0,0,5,205,0,1,0,4,0,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
4,FH Allen,Nasum Ahmed,MJ Guptill,0,0,0,5,205,0,2,0,5,0,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
5,FH Allen,Nasum Ahmed,MJ Guptill,4,0,4,9,201,4,3,0,6,0,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
6,MJ Guptill,Mohammad Saifuddin,FH Allen,0,0,0,9,201,5,4,0,1,1,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
7,MJ Guptill,Mohammad Saifuddin,FH Allen,1,0,1,10,200,6,5,0,2,1,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
8,FH Allen,Mohammad Saifuddin,MJ Guptill,0,0,0,10,200,4,4,0,3,1,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
9,FH Allen,Mohammad Saifuddin,MJ Guptill,4,0,4,14,196,8,5,0,4,1,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
10,FH Allen,Mohammad Saifuddin,MJ Guptill,1,0,1,15,195,9,6,0,5,1,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
11,MJ Guptill,Mohammad Saifuddin,FH Allen,1,0,1,16,194,7,6,0,6,1,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
12,MJ Guptill,Nasum Ahmed,FH Allen,4,0,4,20,190,11,7,0,1,2,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
13,MJ Guptill,Nasum Ahmed,FH Allen,0,0,0,20,190,11,8,0,2,2,-,0,,,,field,Bangladesh,1,McLean Park,2021,03,New Zealand_Bangladesh_2021-03-30,New Zealand,New Zealand,Bangladesh,173
