,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,PD Salt,AD Russell,JC Buttler,1,0,1,1,,1,1,0,-,1.0,0,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
1,JC Buttler,AD Russell,PD Salt,0,0,0,1,,0,1,0,-,2.0,0,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
2,JC Buttler,AD Russell,PD Salt,4,0,4,5,,4,2,0,-,3.0,0,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
3,JC Buttler,AD Russell,PD Salt,0,0,0,5,,4,3,0,-,4.0,0,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
4,JC Buttler,AD Russell,PD Salt,0,0,0,5,,4,4,0,-,5.0,0,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
5,JC Buttler,AD Russell,PD Salt,0,0,0,5,,4,5,0,-,6.0,0,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
6,PD Salt,O Thomas,JC Buttler,4,0,4,9,,5,2,0,-,1.0,1,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
7,PD Salt,O Thomas,JC Buttler,0,0,0,9,,5,3,0,-,2.0,1,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
8,PD Salt,O Thomas,JC Buttler,1,0,1,10,,6,4,0,-,3.0,1,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
9,JC Buttler,O Thomas,PD Salt,4,0,4,14,,8,6,0,-,4.0,1,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
10,JC Buttler,O Thomas,PD Salt,1,0,1,15,,9,7,0,-,5.0,1,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
11,PD Salt,O Thomas,JC Buttler,1,0,1,16,,7,5,0,-,6.0,1,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
12,PD Salt,AJ Hosein,JC Buttler,1,0,1,17,,8,6,0,-,1.0,2,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
13,JC Buttler,AJ Hosein,PD Salt,1,0,1,18,,10,8,0,-,2.0,2,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
14,PD Salt,AJ Hosein,JC Buttler,4,0,4,22,,12,7,0,-,3.0,2,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
15,PD Salt,AJ Hosein,JC Buttler,0,0,0,22,,12,8,0,-,4.0,2,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
16,PD Salt,AJ Hosein,JC Buttler,1,0,1,23,,13,9,0,-,5.0,2,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
17,JC Buttler,AJ Hosein,PD Salt,1,0,1,24,,11,9,0,-,6.0,2,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
18,JC Buttler,JO Holder,PD Salt,0,0,0,24,,11,10,0,-,1.0,3,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
19,JC Buttler,JO Holder,PD Salt,0,0,0,24,,11,11,1,-,2.0,3,caught,JC Buttler,O Thomas,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
20,WG Jacks,JO Holder,PD Salt,1,0,1,25,,1,1,1,-,3.0,3,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
21,PD Salt,JO Holder,WG Jacks,2,0,2,27,,15,10,1,-,4.0,3,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
22,PD Salt,JO Holder,WG Jacks,4,0,4,31,,19,11,1,-,5.0,3,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
23,PD Salt,JO Holder,WG Jacks,1,0,1,32,,20,12,1,-,6.0,3,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
24,PD Salt,AJ Hosein,WG Jacks,0,0,0,32,,20,13,1,-,1.0,4,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
25,PD Salt,AJ Hosein,WG Jacks,1,0,1,33,,21,14,1,-,2.0,4,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
26,WG Jacks,AJ Hosein,PD Salt,0,0,0,33,,1,2,1,-,3.0,4,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
27,WG Jacks,AJ Hosein,PD Salt,0,0,0,33,,1,3,1,-,4.0,4,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
28,WG Jacks,AJ Hosein,PD Salt,6,0,6,39,,7,4,1,-,5.0,4,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
29,WG Jacks,AJ Hosein,PD Salt,0,0,0,39,,7,5,2,-,6.0,4,bowled,WG Jacks,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
30,PD Salt,O Thomas,LS Livingstone,4,0,4,43,,25,15,2,-,1.0,5,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
31,PD Salt,O Thomas,LS Livingstone,4,0,4,47,,29,16,2,-,2.0,5,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
32,PD Salt,O Thomas,LS Livingstone,0,0,0,47,,29,17,2,-,3.0,5,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
33,PD Salt,O Thomas,LS Livingstone,1,0,1,48,,30,18,2,-,4.0,5,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
34,LS Livingstone,O Thomas,PD Salt,1,0,1,49,,1,1,2,-,5.0,5,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
35,PD Salt,O Thomas,LS Livingstone,1,0,1,50,,31,19,2,-,6.0,5,0,,,field,West Indies,1,"Brian Lara Stadium, Tarouba, Trinidad",2023,12,England_West Indies_2023-12-21,West Indies,England,West Indies,False,132
