,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,RD Gaikwad,PVD Chameera,S Dhawan,0,0,0,0,,0,1,0,1,0,,,0,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
1,RD Gaikwad,PVD Chameera,S Dhawan,4,0,4,4,,4,2,0,2,0,,,0,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
2,RD Gaikwad,PVD Chameera,S Dhawan,1,0,1,5,,5,3,0,3,0,,,0,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
3,S Dhawan,PVD Chameera,RD Gaikwad,0,0,0,5,,0,1,1,4,caught,S Dhawan,DM de Silva,0,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
4,D Padikkal,PVD Chameera,RD Gaikwad,0,0,0,5,,0,1,1,5,0,,,0,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
5,D Padikkal,PVD Chameera,RD Gaikwad,0,0,0,5,,0,2,1,6,0,,,0,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
6,RD Gaikwad,C Karunaratne,D Padikkal,1,0,1,6,,6,4,1,1,0,,,1,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
7,D Padikkal,C Karunaratne,RD Gaikwad,4,0,4,10,,4,3,1,2,0,,,1,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
8,D Padikkal,C Karunaratne,RD Gaikwad,1,0,1,11,,5,4,1,3,0,,,1,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
9,RD Gaikwad,C Karunaratne,D Padikkal,1,0,1,12,,7,5,1,4,0,,,1,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
10,D Padikkal,C Karunaratne,RD Gaikwad,0,0,0,12,,5,5,1,5,0,,,1,-,,bat,India,1,"R Premadasa Stadium, Colombo",2021,07,India_Sri Lanka_2021-07-29,Sri Lanka,India,Sri Lanka,False,81
