,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
0,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,0,102,0,1,0,1,1,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
1,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,0,102,0,2,0,2,1,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
2,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,2,0,2,2,100,2,3,0,3,1,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
3,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,2,100,2,4,0,4,1,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
4,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,2,0,2,4,98,4,5,0,5,1,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
5,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,4,98,4,6,0,6,1,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
6,Ahmed Shehzad,EMDY Munaweera,Fakhar Zaman,1,0,1,5,97,1,1,0,1,2,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
7,Fakhar Zaman,EMDY Munaweera,Ahmed Shehzad,1,0,1,6,96,5,7,0,2,2,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
8,Ahmed Shehzad,EMDY Munaweera,Fakhar Zaman,1,0,1,7,95,2,2,0,3,2,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
9,Fakhar Zaman,EMDY Munaweera,Ahmed Shehzad,1,0,1,8,94,6,8,0,4,2,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
10,Ahmed Shehzad,EMDY Munaweera,Fakhar Zaman,1,0,1,9,93,3,3,0,5,2,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
11,Fakhar Zaman,EMDY Munaweera,Ahmed Shehzad,0,0,0,9,93,6,9,0,6,2,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
12,Ahmed Shehzad,JRMVB Sanjaya,Fakhar Zaman,0,0,0,9,93,3,4,0,1,3,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
13,Ahmed Shehzad,JRMVB Sanjaya,Fakhar Zaman,1,0,1,10,92,4,5,0,2,3,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
14,Fakhar Zaman,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,10,92,6,10,1,3,3,-,bowled,Fakhar Zaman,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
15,Babar Azam,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,10,92,0,1,1,4,3,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
16,Babar Azam,JRMVB Sanjaya,Ahmed Shehzad,0,1,1,11,91,0,2,1,5,3,wides,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
17,Babar Azam,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,11,91,0,3,1,6,3,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
18,Babar Azam,JRMVB Sanjaya,Ahmed Shehzad,0,0,0,11,91,0,4,1,7,3,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
19,Ahmed Shehzad,SS Pathirana,Babar Azam,0,0,0,11,91,4,6,1,1,4,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
20,Ahmed Shehzad,SS Pathirana,Babar Azam,0,0,0,11,91,4,7,1,2,4,-,0,,,field,Pakistan,2,Sheikh Zayed Stadium,2017,10,Sri Lanka_Pakistan_2017-10-26,Pakistan,Pakistan,Sri Lanka,103
