,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
0,Mukhtar Ahmed,B Fernando,Ahmed Shehzad,1,0,1,1,171,1,1,0,1,1,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
1,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,0,0,0,1,171,0,1,0,2,1,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
2,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,0,0,0,1,171,0,2,0,3,1,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
3,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,4,0,4,5,167,4,3,0,4,1,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
4,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,2,0,2,7,165,6,4,0,5,1,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
5,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,0,0,0,7,165,6,5,0,6,1,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
6,Mukhtar Ahmed,GSNFG Jayasuriya,Ahmed Shehzad,0,0,0,7,165,1,2,0,1,2,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
7,Mukhtar Ahmed,GSNFG Jayasuriya,Ahmed Shehzad,0,0,0,7,165,1,3,0,2,2,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
8,Mukhtar Ahmed,GSNFG Jayasuriya,Ahmed Shehzad,0,0,0,7,165,1,4,0,3,2,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
9,Mukhtar Ahmed,GSNFG Jayasuriya,Ahmed Shehzad,2,0,2,9,163,3,5,0,4,2,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
10,Mukhtar Ahmed,GSNFG Jayasuriya,Ahmed Shehzad,1,0,1,10,162,4,6,0,5,2,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
11,Ahmed Shehzad,GSNFG Jayasuriya,Mukhtar Ahmed,1,0,1,11,161,7,6,0,6,2,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
12,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,0,0,0,11,161,7,7,0,1,3,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
13,Ahmed Shehzad,B Fernando,Mukhtar Ahmed,0,0,0,11,161,7,8,1,2,3,bowled,Ahmed Shehzad,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
14,Mohammad Hafeez,B Fernando,Mukhtar Ahmed,4,0,4,15,157,4,1,1,3,3,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
15,Mohammad Hafeez,B Fernando,Mukhtar Ahmed,1,0,1,16,156,5,2,1,4,3,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
16,Mukhtar Ahmed,B Fernando,Mohammad Hafeez,0,0,0,16,156,4,7,2,5,3,caught,Mukhtar Ahmed,CK Kapugedera,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
17,Mohammad Hafeez,B Fernando,Shoaib Malik,1,0,1,17,155,6,3,2,6,3,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
18,Mohammad Hafeez,NLTC Perera,Shoaib Malik,0,0,0,17,155,6,4,2,1,4,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
19,Mohammad Hafeez,NLTC Perera,Shoaib Malik,0,0,0,17,155,6,5,2,2,4,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
20,Mohammad Hafeez,NLTC Perera,Shoaib Malik,0,0,0,17,155,6,6,2,3,4,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
21,Mohammad Hafeez,NLTC Perera,Shoaib Malik,0,0,0,17,155,6,7,2,4,4,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
22,Mohammad Hafeez,NLTC Perera,Shoaib Malik,0,1,1,18,154,6,8,2,5,4,0,,,legbyes,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
23,Shoaib Malik,NLTC Perera,Mohammad Hafeez,1,0,1,19,153,1,1,2,6,4,0,,,-,bat,Sri Lanka,2,R Premadasa Stadium,2015,08,Sri Lanka_Pakistan_2015-08-01,Pakistan,Pakistan,Sri Lanka
