,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
0,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,0,1,1,1,,0,1,0,1,wides,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
1,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,0,1,1,2,,0,2,0,2,wides,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
2,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,4,0,4,6,,4,3,0,3,-,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
3,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,0,0,0,6,,4,4,0,4,-,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
4,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,0,0,0,6,,4,5,0,5,-,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
5,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,2,0,2,8,,6,6,0,6,-,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
6,Rahmanullah Gurbaz,Arshdeep Singh,Ibrahim Zadran,1,0,1,9,,7,7,0,7,-,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
7,Ibrahim Zadran,Arshdeep Singh,Rahmanullah Gurbaz,0,0,0,9,,0,1,0,8,-,0,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
8,Rahmanullah Gurbaz,Mukesh Kumar,Ibrahim Zadran,6,0,6,15,,13,8,0,1,-,1,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
9,Rahmanullah Gurbaz,Mukesh Kumar,Ibrahim Zadran,1,0,1,16,,14,9,0,2,-,1,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
10,Ibrahim Zadran,Mukesh Kumar,Rahmanullah Gurbaz,0,0,0,16,,0,2,0,3,-,1,"{'by': 'India', 'umpire': 'R Pandit', 'batter': 'Ibrahim Zadran', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
11,Ibrahim Zadran,Mukesh Kumar,Rahmanullah Gurbaz,0,0,0,16,,0,3,0,4,-,1,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
12,Ibrahim Zadran,Mukesh Kumar,Rahmanullah Gurbaz,4,0,4,20,,4,4,0,5,-,1,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
13,Ibrahim Zadran,Mukesh Kumar,Rahmanullah Gurbaz,0,0,0,20,,4,5,0,6,-,1,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
14,Rahmanullah Gurbaz,Ravi Bishnoi,Ibrahim Zadran,0,0,0,20,,14,10,0,1,-,2,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
15,Rahmanullah Gurbaz,Ravi Bishnoi,Ibrahim Zadran,0,0,0,20,,14,11,1,2,-,2,,caught,Rahmanullah Gurbaz,S Dube,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
16,Gulbadin Naib,Ravi Bishnoi,Ibrahim Zadran,0,0,0,20,,0,1,1,3,-,2,,0,,,field,India,1,"Holkar Cricket Stadium, Indore",2024,01,Afghanistan_India_2024-01-14,India,Afghanistan,India,False,172
